vil_zh,vil_en
新民巷,XINMIN LN.
新生一巷,XINSHENG 1ST LN.
新生二巷,XINSHENG 2ND LN.
新生五十巷,XINSHENG 50TH LN.
新生北巷,XINSHENG N. LN.
新生村,XINSHENG VIL.
新生里,XINSHENG VIL.
新生東巷,XINSHENG E. LN.
新生南巷,XINSHENG S. LN.
新生巷,XINSHENG LN.
新田村,XINTIAN VIL.
新田里,XINTIAN VIL.
新田巷,XINTIAN LN.
新甲里,XINJIA VIL.
新立巷,XINLI LN.
新光村,XINGUANG VIL.
新光里,XINGUANG VIL.
新光巷,XINGUANG LN.
新合巷,XINHE LN.
新吉村,XINJI VIL.
新吉里,XINJI VIL.
新吉巷,XINJI LN.
新圳巷,XINZUN LN.
新安里,XIN’AN VIL.
新庄仔巷,XINZHUANGZAI LN.
新庄村,XINZHUANG VIL.
新庄里,XINZHUANG VIL.
新庄巷,XINZHUANG LN.
新成巷,XINCHENG LN.
新江里,XINJIANG VIL.
新西里,XINXI VIL.
新岑里,XINCEN VIL.
新里里,XINLI VIL.
新里巷,XINLI LN.
新和里,XINHE VIL.
新和巷,XINHE LN.
新坡里,XINPO VIL.
新坤村,XINKUN VIL.
新坪里,XINPING VIL.
新居巷,XINJU LN.
新店村,XINDIAN VIL.
新店里,XINDIAN VIL.
新店巷,XINDIAN LN.
新忠里,XINZHONG VIL.
新旺巷,XINWANG LN.
新昌里,XINCHANG VIL.
新明里,XINMING VIL.
新東村,XINDONG VIL.
新東里,XINDONG VIL.
新武里,XINWU VIL.
新社村,XINSHE VIL.
新社里,XINSHE VIL.
新社巷,XINSHE LN.
新冠巷,XINGUAN LN.
新南村,XINNAN VIL.
新南里,XINNAN VIL.
新南巷,XINNAN LN.
新城一巷,XINCHENG 1ST LN.
新城七巷,XINCHENG 7TH LN.
新城九巷,XINCHENG 9TH LN.
新城二巷,XINCHENG 2ND LN.
新城八巷,XINCHENG 8TH LN.
新城十一巷,XINCHENG 11TH LN.
新城十二巷,XINCHENG 12TH LN.
新城十巷,XINCHENG 10TH LN.
新城三巷,XINCHENG 3RD LN.
新城五巷,XINCHENG 5TH LN.
新城六巷,XINCHENG 6TH LN.
新城四巷,XINCHENG 4TH LN.
新城村,XINCHENG VIL.
新城里,XINCHENG VIL.
新城巷,XINCHENG LN.
新威里,XINWEI VIL.
新屋里,XINWU VIL.
新建里,XINJIAN VIL.
新建巷,XINJIAN LN.
新政里,XINZHENG VIL.
新春里,XINCHUN VIL.
新春巷,XINCHUN LN.
新美村,XINMEI VIL.
新美里,XINMEI VIL.
新美巷,XINMEI LN.
新苗里,XINMIAO VIL.
新英里,XINYING VIL.
新厝村,XINCUO VIL.
新厝里,XINCUO VIL.
新厝巷,XINCUO LN.
新埔里,XINPU VIL.
新宮里,XINGONG VIL.
新峰里,XINFENG VIL.
新振巷,XINZHEN LN.
新泰里,XINTAI VIL.
新海里,XINHAI VIL.
新益里,XINYI VIL.
新起里,XINQI VIL.
新高里,XINGAO VIL.
新國里,XINGUO VIL.
新埤村,XINPI VIL.
新埤里,XINPI VIL.
新基里,XINJI VIL.
新崙里,XINLUN VIL.
新強里,XINQIANG VIL.
新盛里,XINSHENG VIL.
新莊村,XINZHUANG VIL.
新莊里,XINZHUANG VIL.
新部里,XINBU VIL.
新部巷,XINBU LN.
新勝里,XINSHENG VIL.
新喜里,XINXI VIL.
新圍村,XINWEI VIL.
新圍巷,XINWEI LN.
新富村,XINFU VIL.
新富里,XINFU VIL.
新富巷,XINFU LN.
新復里,XINFU VIL.
新復巷,XINFU LN.
新港村,XINGANG VIL.
新港里,XINGANG VIL.
新湖村,XINHU VIL.
新湖里,XINHU VIL.
新湖巷,XINHU LN.
新發里,XINFA VIL.
新發巷,XINFA LN.
新華里,XINHUA VIL.
新華巷,XINHUA LN.
新街村,XINJIE VIL.
新街里,XINJIE VIL.
新街巷,XINJIE LN.
新貴里,XINGUI VIL.
新進巷,XINJIN LN.
新逸巷,XINYI LN.
新鄉村,XINXIANG VIL.
新開村,XINKAI VIL.
新開里,XINKAI VIL.
新開巷,XINKAI LN.
新隆村,XINLONG VIL.
新雅里,XINYA VIL.
新雅巷,XINYA LN.
新順里,XINSHUN VIL.
新勢里,XINSHI VIL.
新園村,XINYUAN VIL.
新園里,XINYUAN VIL.
新殿巷,XINDIAN LN.
新置村,XINZHI VIL.
新群里,XINQUN VIL.
新義里,XINYI VIL.
新路里,XINLU VIL.
新達里,XINDA VIL.
新嘉里,XINJIA VIL.
新榮里,XINRONG VIL.
新榮巷,XINRONG LN.
新福村,XINFU VIL.
新福里,XINFU VIL.
新翠里,XINCUI VIL.
新聚里,XINJU VIL.
新鳳村,XINFENG VIL.
新寮里,XINLIAO VIL.
新廣村,XINGUANG VIL.
新德里,XINDE VIL.
新樂村,XINLE VIL.
新樂里,XINLE VIL.
新潭一巷,XINTAN 1ST LN.
新潭二巷,XINTAN 2ND LN.
新潭三巷,XINTAN 3RD LN.
新潭村,XINTAN VIL.
新潭巷,XINTAN LN.
新樹里,XINSHU VIL.
新興村,XINXING VIL.
新興里,XINXING VIL.
新興巷,XINXING LN.
新興路竹巷,"ZHU LN., XINXING RD."
新館村,XINGUAN VIL.
新龍村,XINLONG VIL.
新龍里,XINLONG VIL.
新嶺里,XINLING VIL.
新營里,XINYING VIL.
新營巷,XINYING LN.
新豐村,XINFENG VIL.
新豐里,XINFENG VIL.
新寶村,XINBAO VIL.
新鐘村,XINZHONG VIL.
暖同里,NUANTONG VIL.
暖西里,NUANXI VIL.
暖東里,NUANDONG VIL.
暖暖里,NUANNUAN VIL.
暗坑巷,ANKENG LN.
會社里,HUISHE VIL.
會結里,HUIJIE VIL.
會稽里,HUIJI VIL.
椰油村,YEYOU VIL.
椰樹東巷,YESHU E. LN.
椰樹南巷,YESHU S. LN.
楊江里,YANGJIANG VIL.
楊明里,YANGMING VIL.
楊厝里,YANGCUO VIL.
楊厝巷,YANGCUO LN.
楊梅里,YANGMEI VIL.
楊賢村,YANGXIAN VIL.
楓坑村,FENGKENG VIL.
楓林一巷,FENGLIN 1ST LN.
楓林二巷,FENGLIN 2ND LN.
楓林四巷,FENGLIN 4TH LN.
楓林村,FENGLIN VIL.
楓林巷,FENGLIN LN.
楓港村,FENGGANG VIL.
楓腳巷,FENGJIAO LN.
楓樂巷,FENGLE LN.
楓樹里,FENGSHU VIL.
楓樹巷,FENGSHU LN.
楠西里,NANXI VIL.
楠坑里,NANKENG VIL.
楠梓西巷,NANZI W. LN.
楠都西巷,NANDU W. LN.
楠樹里,NANSHU VIL.
源成巷,YUANCHENG LN.
源城里,YUANCHENG VIL.
源泉村,YUANQUAN VIL.
源泉巷,YUANQUAN LN.
源埤里,YUANPI VIL.
源通巷,YUANTONG LN.
源潭里,YUANTAN VIL.
溝內村,GOUNEI VIL.
溝尾巷,GOUWEI LN.
溝皂里,GOUZAO VIL.
溝皂巷,GOUZAO LN.
溝坪里,GOUPING VIL.
溝底巷,GOUDI LN.
溝美里,GOUMEI VIL.
溝背里,GOUBEI VIL.
溝背巷,GOUBEI LN.
溝埧里,GOUJU VIL.
溝墘里,GOUQIAN VIL.
溝墘巷,GOUQIAN LN.
溝漧巷,GOUQIAN LN.
溝頭巷,GOUTOU LN.
溪下村,XIXIA VIL.
溪口村,XIKOU VIL.
溪口里,XIKOU VIL.
溪山里,XISHAN VIL.
溪心里,XIXIN VIL.
溪北村,XIBEI VIL.
溪北里,XIBEI VIL.
溪北巷,XIBEI LN.
溪州村,XIZHOU VIL.
溪州里,XIZHOU VIL.
溪西村,XIXI VIL.
溪尾村,XIWEI VIL.
溪尾里,XIWEI VIL.
溪底村,XIDI VIL.
溪底里,XIDI VIL.
溪底巷,XIDI LN.
溪東村,XIDONG VIL.
溪東里,XIDONG VIL.
溪門巷,XIMEN LN.
溪南村,XINAN VIL.
溪南里,XINAN VIL.
溪南巷,XINAN LN.
溪洲村,XIZHOU VIL.
溪洲里,XIZHOU VIL.
溪美里,XIMEI VIL.
溪厝村,XICUO VIL.
溪埔里,XIPU VIL.
溪埔巷,XIPU LN.
溪海里,XIHAI VIL.
溪畔村,XIPAN VIL.
溪畔巷,XIPAN LN.
溪埧里,XIJU VIL.
溪頂村,XIDING VIL.
溪頂里,XIDING VIL.
溪湖里,XIHU VIL.
溪墘村,XIQIAN VIL.
溪墘里,XIQIAN VIL.
溪墘巷,XIQIAN LN.
溪福里,XIFU VIL.
溪寮里,XILIAO VIL.
溪頭村,XITOU VIL.
溪頭里,XITOU VIL.
溪龍巷,XILONG LN.
溪邊里,XIBIAN VIL.
溪邊巷,XIBIAN LN.
溫水巷,WENSHUI LN.
溫泉村,WENQUAN VIL.
溫泉里,WENQUAN VIL.
溫泉巷,WENQUAN LN.
煙墩巷,YANDUN LN.
照門里,ZHAOMEN VIL.
照南里,ZHAONAN VIL.
照興里,ZHAOXING VIL.
猿樹村,YUANSHU VIL.
獅子一巷,SHIZI 1ST LN.
獅子三巷,SHIZI 3RD LN.
獅子村,SHIZI VIL.
獅子里,SHIZI VIL.
獅山村,SHISHAN VIL.
獅山里,SHISHAN VIL.
獅仔頭坑巷,SHIZAITOUKENG LN.
獅尾巷,SHIWEI LN.
獅座巷,SHIZUO LN.
獅埜村,SHIYE VIL.
獅球里,SHIQIU VIL.
獅潭村,SHITAN VIL.
獅頭巷,SHITOU LN.
瑚璉村,HULIAN VIL.
瑞山里,RUISHAN VIL.
瑞山巷,RUISHAN LN.
瑞井里,RUIJING VIL.
瑞文里,RUIWEN VIL.
瑞北村,RUIBEI VIL.
瑞北里,RUIBEI VIL.
瑞平里,RUIPING VIL.
瑞田村,RUITIAN VIL.
瑞田巷,RUITIAN LN.
瑞光一巷,RUIGUANG 1ST LN.
瑞光二巷,RUIGUANG 2ND LN.
瑞光里,RUIGUANG VIL.
瑞吉里,RUIJI VIL.
瑞竹里,RUIZHU VIL.
瑞竹巷,RUIZHU LN.
瑞西里,RUIXI VIL.
瑞西巷,RUIXI LN.
瑞良村,RUILIANG VIL.
瑞里村,RUILI VIL.
瑞和村,RUIHE VIL.
瑞和里,RUIHE VIL.
瑞坪里,RUIPING VIL.
瑞昌里,RUICHANG VIL.
瑞東里,RUIDONG VIL.
瑞東巷,RUIDONG LN.
瑞南里,RUINAN VIL.
瑞南巷,RUINAN LN.
瑞城里,RUICHENG VIL.
瑞屏里,RUIPING VIL.
瑞美村,RUIMEI VIL.
瑞原里,RUIYUAN VIL.
瑞峰村,RUIFENG VIL.
瑞峰里,RUIFENG VIL.
瑞泰里,RUITAI VIL.
瑞崗里,RUIGANG VIL.
瑞祥村,RUIXIANG VIL.
瑞祥里,RUIXIANG VIL.
瑞雪巷,RUIXUE LN.
瑞發里,RUIFA VIL.
瑞華里,RUIHUA VIL.
瑞陽里,RUIYANG VIL.
瑞隆村,RUILONG VIL.
瑞隆里,RUILONG VIL.
瑞塘里,RUITANG VIL.
瑞源村,RUIYUAN VIL.
瑞源里,RUIYUAN VIL.
瑞溪里,RUIXI VIL.
瑞誠里,RUICHENG VIL.
瑞德里,RUIDE VIL.
瑞慶里,RUIQING VIL.
瑞興村,RUIXING VIL.
瑞興里,RUIXING VIL.
瑞濱里,RUIBIN VIL.
瑞穗村,RUISUI VIL.
瑞穗里,RUISUI VIL.
瑞豐村,RUIFENG VIL.
瑞豐里,RUIFENG VIL.
睦光里,MUGUANG VIL.
睦宜村,MUYI VIL.
碇內里,DINGNEI VIL.
碇安里,DING’AN VIL.
碇和里,DINGHE VIL.
碇祥里,DINGXIANG VIL.
祿興里,LUXING VIL.
稔田里,RENTIAN VIL.
粵寧里,YUENING VIL.
經口村,JINGKOU VIL.
群英村,QUNYING VIL.
群英里,QUNYING VIL.
群賢里,QUNXIAN VIL.
義山里,YISHAN VIL.
義仁村,YIREN VIL.
義仁里,YIREN VIL.
義民村,YIMIN VIL.
義民里,YIMIN VIL.
義民巷,YIMIN LN.
義合里,YIHE VIL.
義字巷,YIZI LN.
義安里,YI’AN VIL.
義庄村,YIZHUANG VIL.
義成巷,YICHENG LN.
義竹村,YIZHU VIL.
義竹巷,YIZHU LN.
義村里,YICUN VIL.
義里里,YILI VIL.
義和村,YIHE VIL.
義和里,YIHE VIL.
義和巷,YIHE LN.
義幸里,YIXING VIL.
義昌巷,YICHANG LN.
義林村,YILIN VIL.
義門巷,YIMEN LN.
義亭村,YITING VIL.
義信里,YIXIN VIL.
義勇里,YIYONG VIL.
義昭里,YIZHAO VIL.
義重里,YICHONG VIL.
義教里,YIJIAO VIL.
義盛里,YISHENG VIL.
義隆村,YILONG VIL.
義雅巷,YIYA LN.
義稠里,YICHOU VIL.
義德村,YIDE VIL.
義德里,YIDE VIL.
義學里,YIXUE VIL.
義興村,YIXING VIL.
義興里,YIXING VIL.
義寶里,YIBAO VIL.
聖山里,SHENGSHAN VIL.
聖公巷,SHENGGONG LN.
聖化村,SHENGHUA VIL.
聖化巷,SHENGHUA LN.
聖后里,SHENGHOU VIL.
聖西里,SHENGXI VIL.
聖和里,SHENGHE VIL.
聖南里,SHENGNAN VIL.
聖湖里,SHENGHU VIL.
聖福里,SHENGFU VIL.
聖德里,SHENGDE VIL.
聖德巷,SHENGDE LN.
聖賢里,SHENGXIAN VIL.
萬山里,WANSHAN VIL.
萬山巷,WANSHAN LN.
萬川巷,WANCHUAN LN.
萬丹村,WANDAN VIL.
萬生村,WANSHENG VIL.
萬全村,WANQUAN VIL.
萬合里,WANHE VIL.
萬安村,WAN’AN VIL.
萬安里,WAN’AN VIL.
萬年里,WANNIAN VIL.
萬年巷,WANNIAN LN.
萬有里,WANYOU VIL.
萬里里,WANLI VIL.
萬和村,WANHE VIL.
萬和里,WANHE VIL.
萬昌里,WANCHANG VIL.
萬芳里,WANFANG VIL.
萬金村,WANJIN VIL.
萬金巷,WANJIN LN.
萬建村,WANJIAN VIL.
萬後村,WANHOU VIL.
萬泉巷,WANQUAN LN.
萬美里,WANMEI VIL.
萬盛里,WANSHENG VIL.
萬祥里,WANXIANG VIL.
萬祥巷,WANXIANG LN.
萬富村,WANFU VIL.
萬惠村,WANHUI VIL.
萬華村,WANHUA VIL.
萬隆村,WANLONG VIL.
萬隆里,WANLONG VIL.
萬順里,WANSHUN VIL.
萬聖巷,WANSHENG LN.
萬壽里,WANSHOU VIL.
萬壽巷,WANSHOU LN.
萬寧村,WANNING VIL.
萬榮村,WANRONG VIL.
萬福里,WANFU VIL.
萬墩巷,WANDUN LN.
萬德村,WANDE VIL.
萬興村,WANXING VIL.
萬興里,WANXING VIL.
萬豐村,WANFENG VIL.
萬豐里,WANFENG VIL.
萬豐巷,WANFENG LN.
萬巒村,WANLUAN VIL.
葉厝里,YECUO VIL.
董門巷,DONGMEN LN.
葫東里,HUDONG VIL.
葫洲里,HUZHOU VIL.
葫蘆里,HULU VIL.
葫蘆巷,HULU LN.
蜈蚣一巷,WUGONG 1ST LN.
蜈蚣里,WUGONG VIL.
蜈潭巷,WUTAN LN.
裕民村,YUMIN VIL.
裕民里,YUMIN VIL.
裕民巷,YUMIN LN.
裕生里,YUSHENG VIL.
裕成里,YUCHENG VIL.
裕昌里,YUCHANG VIL.
裕振巷,YUZHEN LN.
裕華巷,YUHUA LN.
裕新里,YUXIN VIL.
裕聖里,YUSHENG VIL.
裕農里,YUNONG VIL.
裕農巷,YUNONG LN.
裕嘉里,YUJIA VIL.
裕興里,YUXING VIL.
裕豐里,YUFENG VIL.
補城村,BUCHENG VIL.
裡冷巷,LILENG LN.
試院里,SHIYUAN VIL.
詹厝巷,ZHANCUO LN.
誠仁里,CHENGREN VIL.
誠正一巷,CHENGZHENG 1ST LN.
誠正巷,CHENGZHENG LN.
誠安里,CHENG’AN VIL.
誠信里,CHENGXIN VIL.
誠智里,CHENGZHI VIL.
誠義里,CHENGYI VIL.
誠德里,CHENGDE VIL.
豊收村,LISHOU VIL.
豊崙村,LILUN VIL.
豊稠村,LICHOU VIL.
路上村,LUSHANG VIL.
路中巷,LUZHONG LN.
路平村,LUPING VIL.
路西巷,LUXI LN.
路店巷,LUDIAN LN.
路東里,LUDONG VIL.
路東巷,LUDONG LN.
路頂巷,LUDING LN.
路觀音巷,LUGUANYIN LN.
載興村,ZAIXING VIL.
農田巷,NONGTIAN LN.
農安巷,NONG’AN LN.
農事巷,NONGSHI LN.
農昌巷,NONGCHANG LN.
農舍巷,NONGSHE LN.
農校一橫巷,NONGXIAO 1ST SIDE LN.
農校二橫巷,NONGXIAO 2ND SIDE LN.
農區一巷,NONGQU 1ST LN.
農區二巷,NONGQU 2ND LN.
農區三巷,NONGQU 3RD LN.
農區四巷,NONGQU 4TH LN.
農場巷,NONGCHANG LN.
農富村,NONGFU VIL.
過山村,GUOSHAN VIL.
過田里,GUOTIAN VIL.
過甲一巷,GUOJIA 1ST LN.
過甲二巷,GUOJIA 2ND LN.
過甲三巷,GUOJIA 3RD LN.
過甲四巷,GUOJIA 4TH LN.
過圳村,GUOZUN VIL.
過圳巷,GUOZUN LN.
過江村,GUOJIANG VIL.
過坑巷,GUOKENG LN.
過埤里,GUOPI VIL.
過港村,GUOGANG VIL.
過港里,GUOGANG VIL.
過港巷,GUOGANG LN.
過溝一巷,GUOGOU 1ST LN.
過溝二巷,GUOGOU 2ND LN.
過溝三巷,GUOGOU 3RD LN.
過溝村,GUOGOU VIL.
過溝里,GUOGOU VIL.
過溝巷,GUOGOU LN.
過溪里,GUOXI VIL.
過溪巷,GUOXI LN.
過鞍巷,GUO’AN LN.
過嶺村,GUOLING VIL.
過嶺里,GUOLING VIL.
道義巷,DAOYI LN.
道德巷,DAODE LN.
達仁里,DAREN VIL.
達卡努瓦里,DAKANUWA VIL.
達利巷,DALI LN.
達邦村,DABANG VIL.
達來村,DALAI VIL.
達來巷,DALAI LN.
達明里,DAMING VIL.
達勇里,DAYONG VIL.
達發達旺巷,DAFADAWANG LN.
達德里,DADE VIL.
達觀里,DAGUAN VIL.
鉅工村,JUGONG VIL.
銃櫃巷,CHONGGUI LN.
隘丁里,AIDING VIL.
隘口里,AIKOU VIL.
隘門村,AIMEN VIL.
隘埔巷,AIPU LN.
隘寮村,AILIAO VIL.
隘寮里,AILIAO VIL.
雷公坡巷,LEIGONGPO LN.
雷厝村,LEICUO VIL.
電光里,DIANGUANG VIL.
電源巷,DIANYUAN LN.
電廠巷,DIANCHANG LN.
靖和村,JINGHE VIL.
靖華巷,JINGHUA LN.
靖興里,JINGXING VIL.
頌德里,SONGDE VIL.
鼎力里,DINGLI VIL.
鼎中里,DINGZHONG VIL.
鼎西里,DINGXI VIL.
鼎金一巷,DINGJIN 1ST LN.
鼎金二巷,DINGJIN 2ND LN.
鼎金二橫巷,DINGJIN 2ND SIDE LN.
鼎金三巷,DINGJIN 3RD LN.
鼎金六巷,DINGJIN 6TH LN.
鼎金里,DINGJIN VIL.
鼎泰里,DINGTAI VIL.
鼎強里,DINGQIANG VIL.
鼎盛里,DINGSHENG VIL.
鼎灣村,DINGWAN VIL.
鼓中里,GUZHONG VIL.
鼓岩里,GUYAN VIL.
鼓峰里,GUFENG VIL.
僑中里,QIAOZHONG VIL.
僑愛里,QIAO’AI VIL.
僑愛巷,QIAO’AI LN.
嘉仁里,JIAREN VIL.
嘉北里,JIABEI VIL.
嘉民里,JIAMIN VIL.
嘉田里,JIATIAN VIL.
嘉安里,JIA’AN VIL.
嘉里村,JIALI VIL.
嘉和里,JIAHE VIL.
嘉定里,JIADING VIL.
嘉昌里,JIACHANG VIL.
嘉東里,JIADONG VIL.
嘉芳里,JIAFANG VIL.
嘉南里,JIANAN VIL.
嘉苳里,JIADONG VIL.
嘉峰里,JIAFENG VIL.
嘉泰里,JIATAI VIL.
嘉添里,JIATIAN VIL.
嘉犁里,JIALI VIL.
嘉盛里,JIASHENG VIL.
嘉盛巷,JIASHENG LN.
嘉隆村,JIALONG VIL.
嘉雲巷,JIAYUN LN.
嘉新村,JIAXINCUN
嘉新里,JIAXIN VIL.
嘉新巷,JIAXIN LN.
嘉誠里,JIACHENG VIL.
嘉榮巷,JIARONG LN.
嘉福里,JIAFU VIL.
嘉慶里,JIAQING VIL.
嘉樂村,JIALE VIL.
嘉樂里,JIALE VIL.
嘉蓮里,JIALIAN VIL.
嘉賜里,JIASI VIL.
嘉興村,JIAXING VIL.
嘉興里,JIAXING VIL.
嘉穗里,JIASUI VIL.
嘉豐村,JIAFENG VIL.
嘉寶里,JIABAO VIL.
嘉蘭村,JIALAN VIL.
團管區巷,TUANGUANQU LN.
境福里,JINGFU VIL.
壽山里,SHOUSHAN VIL.
壽山巷,SHOUSHAN LN.
壽元村,SHOUYUAN VIL.
壽天里,SHOUTIAN VIL.
壽生巷,SHOUSHENG LN.
壽亭巷,SHOUTING LN.
壽南里,SHOUNAN VIL.
壽星里,SHOUXING VIL.
壽峰里,SHOUFENG VIL.
壽埤巷,SHOUPI LN.
壽德里,SHOUDE VIL.
壽豐村,SHOUFENG VIL.
夢祥巷,MENGXIANG LN.
夢裡西巷,MENGLI W. LN.
夢裡里,MENGLI VIL.
夢裡東巷,MENGLI E. LN.
夢裡南巷,MENGLI S. LN.
實中巷,SHIZHONG LN.
實踐里,SHIJIAN VIL.
實踐巷,SHIJIAN LN.
寧埔村,NINGPU VIL.
寧靜巷,NINGJING LN.
廖宗巷,LIAOZONG LN.
廖厝里,LIAOCUO VIL.
廖厝巷,LIAOCUO LN.
彰仁里,ZHANGREN VIL.
彰安里,ZHANG’AN VIL.
彰南里,ZHANGNAN VIL.
彰雅村,ZHANGYA VIL.
旗下里,QIXIA VIL.
旗下巷,QIXIA LN.
旗田巷,QITIAN LN.
旗亭巷,QITING LN.
旗洞巷,QIDONG LN.
榜林村,BANGLIN VIL.
榮田二巷,RONGTIAN 2ND LN.
榮光一巷,RONGGUANG 1ST LN.
榮光五巷,RONGGUANG 5TH LN.
榮光村,RONGGUANG VIL.
榮光里,RONGGUANG VIL.
榮光巷,RONGGUANG LN.
榮和里,RONGHE VIL.
榮和巷,RONGHE LN.
榮治里,RONGZHI VIL.
榮泉里,RONGQUAN VIL.
榮家東巷,RONGJIA E. LN.
榮祥巷,RONGXIANG LN.
榮復里,RONGFU VIL.
榮華村,RONGHUA VIL.
榮華里,RONGHUA VIL.
榮華巷,RONGHUA LN.
榮德里,RONGDE VIL.
榮樂里,RONGLE VIL.
榮興村,RONGXING VIL.
榴中里,LIUZHONG VIL.
榴北里,LIUBEI VIL.
榴南里,LIUNAN VIL.
滿州村,MANZHOU VIL.
滿翠里,MANCUI VIL.
漁光里,YUGUANG VIL.
漁福村,YUFU VIL.
漏窯巷,LOUYAO LN.
漢民里,HANMIN VIL.
漢生里,HANSHENG VIL.
漢光里,HANGUANG VIL.
漢光巷,HANGUANG LN.
漢寶村,HANBAO VIL.
漯底里,TADI VIL.
漳和里,ZHANGHE VIL.
漳洲里,ZHANGZHOU VIL.
漳興里,ZHANGXING VIL.
漳興巷,ZHANGXING LN.
瑪西里,MAXI VIL.
瑪東里,MADONG VIL.
瑪南里,MANAN VIL.
瑪家村,MAJIA VIL.
瑪雅里,MAYA VIL.
碧山里,BISHAN VIL.
碧山巷,BISHAN LN.
碧河里,BIHE VIL.
碧柳一巷,BILIU 1ST LN.
碧柳二巷,BILIU 2ND LN.
碧洲里,BIZHOU VIL.
碧砂里,BISHA VIL.
碧紅里,BIHONG VIL.
碧候村,BIHOU VIL.
碧峰里,BIFENG VIL.
碧湖村,BIHU VIL.
碧華里,BIHUA VIL.
碧華巷,BIHUA LN.
碧綠巷,BILU LN.
碧潭村,BITAN VIL.
碧龍巷,BILONG LN.
碩仁里,SHIREN VIL.
福人里,FUREN VIL.
福上巷,FUSHANG LN.
福大巷,FUDA LN.
福山里,FUSHAN VIL.
福山巷,FUSHAN LN.
福山橫巷,FUSHAN SIDE LN.
福中里,FUZHONG VIL.
福中巷,FUZHONG LN.
福仁里,FUREN VIL.
福文村,FUWEN VIL.
福丘里,FUQIU VIL.
福平里,FUPING VIL.
福正村,FUZHENG VIL.
福正巷,FUZHENG LN.
福民里,FUMIN VIL.
福民巷,FUMIN LN.
福生巷,FUSHENG LN.
福田村,FUTIAN VIL.
福田里,FUTIAN VIL.
福田巷,FUTIAN LN.
福全里,FUQUAN VIL.
福地里,FUDI VIL.
福安北巷,FU’AN N. LN.
福安村,FU’AN VIL.
福安里,FU’AN VIL.
福安巷,FU’AN LN.
福成里,FUCHENG VIL.
福竹巷,FUZHU LN.
福西里,FUXI VIL.
福住里,FUZHU VIL.
福住巷,FUZHU LN.
福利里,FULI VIL.
福利巷,FULI LN.
福志里,FUZHI VIL.
福沃村,FUWO VIL.
福佳里,FUJIA VIL.
福和里,FUHE VIL.
福居里,FUJU VIL.
福昌里,FUCHANG VIL.
福東里,FUDONG VIL.
福東巷,FUDONG LN.
福林里,FULIN VIL.
福林巷,FULIN LN.
福南二巷,FUNAN 2ND LN.
福南三巷,FUNAN 3RD LN.
福南村,FUNAN VIL.
福南里,FUNAN VIL.
福建巷,FUJIAN LN.
福星村,FUXING VIL.
福星里,FUXING VIL.
福星巷,FUXING LN.
福泉巷,FUQUAN LN.
福祉里,FUZHI VIL.
福美里,FUMEI VIL.
福音一巷,FUYIN 1ST LN.
福音二巷,FUYIN 2ND LN.
福音三巷,FUYIN 3RD LN.
福音四巷,FUYIN 4TH LN.
福音里,FUYIN VIL.
福原村,FUYUAN VIL.
福原巷,FUYUAN LN.
福恩里,FU’EN VIL.
福泰里,FUTAI VIL.
福海里,FUHAI VIL.
福真里,FUZHEN VIL.
福基村,FUJI VIL.
福基里,FUJI VIL.
福康里,FUKANG VIL.
福得里,FUDE VIL.
福盛村,FUSHENG VIL.
福祥里,FUXIANG VIL.
福祥巷,FUXIANG LN.
福連里,FULIAN VIL.
福陵巷,FULING LN.
福善里,FUSHAN VIL.
福華里,FUHUA VIL.
福隆里,FULONG VIL.
福雅里,FUYA VIL.
福順里,FUSHUN VIL.
福順巷,FUSHUN LN.
福源里,FUYUAN VIL.
福溝巷,FUGOU LN.
福瑞里,FURUI VIL.
福祿里,FULU VIL.
福誠里,FUCHENG VIL.
福嘉巷,FUJIA LN.
福壽七巷,FUSHOU 7TH LN.
福壽九巷,FUSHOU 9TH LN.
福壽二巷,FUSHOU 2ND LN.
福壽八巷,FUSHOU 8TH LN.
福壽十一巷,FUSHOU 11TH LN.
福壽十巷,FUSHOU 10TH LN.
福壽六巷,FUSHOU 6TH LN.
福壽四巷,FUSHOU 4TH LN.
福壽里,FUSHOU VIL.
福壽巷,FUSHOU LN.
福寧里,FUNING VIL.
福旗巷,FUQI LN.
福榮村,FURONG VIL.
福翠里,FUCUI VIL.
福德一巷,FUDE 1ST LN.
福德二巷,FUDE 2ND LN.
福德西巷,FUDE W. LN.
福德村,FUDE VIL.
福德里,FUDE VIL.
福德巷,FUDE LN.
福樂村,FULE VIL.
福樂里,FULE VIL.
福樹巷,FUSHU LN.
福興二巷,FUXING 2ND LN.
福興村,FUXING VIL.
福興里,FUXING VIL.
福興巷,FUXING LN.
福頭崙巷,FUTOULUN LN.
福龍里,FULONG VIL.
福龜村,FUGUI VIL.
福營里,FUYING VIL.
福聯里,FULIAN VIL.
福麗里,FULI VIL.
福寶村,FUBAO VIL.
福權村,FUQUAN VIL.
種瓜巷,ZHONGGUA LN.
端正里,DUANZHENG VIL.
箔子村,BOZI VIL.
箔東村,BODONG VIL.
箕湖村,JIHU VIL.
管寮里,GUANLIAO VIL.
精忠里,JINGZHONG VIL.
精忠巷,JINGZHONG LN.
精英村,JINGYING VIL.
精華里,JINGHUA VIL.
粿店巷,GUODIAN LN.
綠山巷,LUSHAN LN.
綠川里,LUCHUAN VIL.
綠水里,LUSHUI VIL.
綠美巷,LUMEI LN.
綠苗里,LUMIAO VIL.
